time,B0,B1,B2,B3,B7,ENABLE,DONE,CLK
3458750,1,0,1,1,0,1,1,1
3458958,1,0,1,1,0,1,0,1
3463750,1,0,1,1,0,1,0,0
3464792,1,0,1,1,0,1,1,0
3468750,1,0,1,1,0,1,1,1
3468958,1,0,1,1,0,1,0,1
3473750,1,0,1,1,0,1,0,0
3474583,0,0,1,1,0,1,0,0
3474792,0,1,1,1,0,1,1,0
3478750,0,1,1,1,0,1,1,1
3478958,0,1,1,1,0,1,0,1
3483750,0,1,1,1,0,1,0,0
3484792,1,1,1,1,0,1,1,0
3488750,1,1,1,1,0,1,1,1
3488958,1,1,1,1,0,1,0,1
3493750,1,1,1,1,0,1,0,0
3494583,0,1,1,1,0,1,0,0
3494792,0,1,1,1,0,1,1,0
3498750,0,1,1,1,0,1,1,1
3498958,0,1,1,1,0,1,0,1
3503750,0,1,1,1,0,1,0,0
3504792,1,0,1,1,0,1,1,0
3508750,1,0,1,1,0,1,1,1
3508958,1,0,1,1,0,1,0,1
3513750,1,0,1,1,0,1,0,0
3514792,0,0,1,1,0,1,1,0
3518750,0,0,1,1,0,1,1,1
3518958,0,0,1,1,0,1,0,1
3523750,0,0,1,1,0,1,0,0
3524792,0,1,1,1,0,1,1,0
3528750,0,1,1,1,0,1,1,1
3528958,0,1,1,1,0,1,0,1
3533750,0,1,1,1,0,1,0,0
3534792,0,1,1,1,0,1,1,0
3538750,0,1,1,1,0,1,1,1
3538958,0,1,1,1,0,1,0,1
3543750,0,1,1,1,0,1,0,0
3544792,0,1,1,1,0,1,1,0
3548750,0,1,1,1,0,1,1,1
3548958,0,1,1,1,0,1,0,1
3553750,0,1,1,1,0,1,0,0
3554792,1,0,1,1,0,1,1,0
3558750,1,0,1,1,0,1,1,1
3558958,1,0,1,1,0,1,0,1
3563750,1,0,1,1,0,1,0,0
3564792,1,0,1,1,0,1,1,0
3568750,1,0,1,1,0,1,1,1
3568958,1,0,1,1,0,1,0,1
3573750,1,0,1,1,0,1,0,0
3574792,1,0,1,1,0,1,1,0
3578750,1,0,1,1,0,1,1,1
3578958,1,0,1,1,0,1,0,1
3583750,1,0,1,1,0,1,0,0
3584792,0,1,1,1,0,1,1,0
3588750,0,1,1,1,0,1,1,1
3588958,0,1,1,1,0,1,0,1
3593750,0,1,1,1,0,1,0,0
3594792,0,1,1,1,0,1,1,0
3598750,0,1,1,1,0,1,1,1
3598958,0,1,1,1,0,1,0,1
3603750,0,1,1,1,0,1,0,0
3604792,0,1,1,1,0,1,1,0
3608750,0,1,1,1,0,1,1,1
3608958,0,1,1,1,0,1,0,1
3613750,0,1,1,1,0,1,0,0
3614792,1,0,1,1,0,1,1,0
3618958,1,0,1,1,0,1,0,1
3623958,1,0,1,1,0,1,0,0
3624792,1,0,1,1,0,1,1,0
3628958,1,0,1,1,0,1,0,1
3633958,1,0,1,1,0,1,0,0
3634792,0,1,1,1,0,1,1,0
3638958,0,1,1,1,0,1,0,1
3643958,0,1,1,1,0,1,0,0
3644792,0,1,1,1,0,1,1,0
3648958,0,1,1,1,0,1,1,1
3649167,0,1,1,1,0,1,0,1
3653958,0,1,1,1,0,1,0,0
3654792,1,1,0,1,0,1,1,0
3658958,1,1,0,1,0,1,1,1
3659167,1,1,0,1,0,1,0,1
3663958,1,1,0,1,0,1,0,0
3664792,1,0,1,1,0,1,1,0
3668958,1,0,1,1,0,1,1,1
3669167,1,0,1,1,0,1,0,1
3673958,1,0,1,1,0,1,0,0
3674792,1,0,1,1,0,1,1,0
3678958,1,0,1,1,0,1,1,1
3679167,1,0,1,1,0,1,0,1
3683958,1,0,1,1,0,1,0,0
3684792,0,1,1,1,0,1,1,0
3688958,0,1,1,1,0,1,1,1
3689167,0,1,1,1,0,1,0,1
3693958,0,1,1,1,0,1,0,0
3694792,1,1,1,1,0,1,1,0
3698958,1,1,1,1,0,1,1,1
3699167,1,1,1,1,0,1,0,1
3703958,1,1,1,1,0,1,0,0
3704792,1,0,1,1,0,1,1,0
3708958,1,0,1,1,0,1,1,1
3709167,1,0,1,1,0,1,0,1
3713958,1,0,1,1,0,1,0,0
3714792,1,0,1,1,0,1,1,0
3718958,1,0,1,1,0,1,1,1
3719167,1,0,1,1,0,1,0,1
3723958,1,0,1,1,0,1,0,0
3724792,1,0,1,1,0,1,1,0
3728958,1,0,1,1,0,1,1,1
3729167,1,0,1,1,0,1,0,1
3733958,1,0,1,1,0,1,0,0
3734792,0,1,1,1,0,1,1,0
3738958,0,1,1,1,0,1,1,1
3739167,0,1,1,1,0,1,0,1
3743958,0,1,1,1,0,1,0,0
3744792,1,1,1,1,0,1,1,0
3748958,1,1,1,1,0,1,1,1
3749167,1,1,1,1,0,1,0,1
3753958,1,1,1,1,0,1,0,0
3754792,0,1,1,1,0,1,1,0
3758958,0,1,1,1,0,1,1,1
3759167,0,1,1,1,0,1,0,1
3763958,0,1,1,1,0,1,0,0
3764792,0,0,1,1,0,1,1,0
3765000,1,0,1,1,0,1,1,0
3768958,1,0,1,1,0,1,1,1
3769167,1,0,1,1,0,1,0,1
3773958,1,0,1,1,0,1,0,0
3774792,1,0,1,1,0,1,1,0
3778958,1,0,1,1,0,1,1,1
3779167,1,0,1,1,0,1,0,1
3783958,1,0,1,1,0,1,0,0
3784792,0,0,1,1,0,1,1,0
3785000,0,1,1,1,0,1,1,0
3788958,0,1,1,1,0,1,1,1
3789167,0,1,1,1,0,1,0,1
3793958,0,1,1,1,0,1,0,0
3794792,0,1,1,1,0,1,1,0
3798958,0,1,1,1,0,1,1,1
3799167,0,1,1,1,0,1,0,1
3803958,0,1,1,1,0,1,0,0
3804792,0,1,1,1,0,1,1,0
3808958,0,1,1,1,0,1,1,1
3809167,0,1,1,1,0,1,0,1
3813958,0,1,1,1,0,1,0,0
3814792,0,0,1,1,0,1,1,0
3815000,1,0,1,1,0,1,1,0
3818958,1,0,1,1,0,1,1,1
3819167,1,0,1,1,0,1,0,1
3823958,1,0,1,1,0,1,0,0
3825000,1,0,1,1,0,1,1,0
3828958,1,0,1,1,0,1,1,1
3829167,1,0,1,1,0,1,0,1
3833958,1,0,1,1,0,1,0,0
3834792,0,0,1,1,0,1,0,0
3835000,0,1,1,1,0,1,1,0
3838958,0,1,1,1,0,1,1,1
3839167,0,1,1,1,0,1,0,1
3843958,0,1,1,1,0,1,0,0
3844792,1,1,1,1,0,1,1,0
3848958,1,1,1,1,0,1,1,1
3849167,1,1,1,1,0,1,0,1
3853958,1,1,1,1,0,1,0,0
3854792,0,1,1,1,0,1,0,0
3855000,0,1,1,1,0,1,1,0
3858958,0,1,1,1,0,1,1,1
3859167,0,1,1,1,0,1,0,1
3863958,0,1,1,1,0,1,0,0
3864792,0,0,1,1,0,1,0,0
3865000,1,0,1,1,0,1,1,0
3868958,1,0,1,1,0,1,1,1
3869167,1,0,1,1,0,1,0,1
3873958,1,0,1,1,0,1,0,0
3875000,1,0,1,1,0,1,1,0
3878958,1,0,1,1,0,1,1,1
3879167,1,0,1,1,0,1,0,1
3883958,1,0,1,1,0,1,0,0
3885000,1,0,1,1,0,1,1,0
3888958,1,0,1,1,0,1,1,1
3889167,1,0,1,1,0,1,0,1
3893958,1,0,1,1,0,1,0,0
3894792,0,0,1,1,0,1,0,0
3895000,0,1,1,1,0,1,1,0
3898958,0,1,1,1,0,1,1,1
3899167,0,1,1,1,0,1,0,1
3903958,0,1,1,1,0,1,0,0
3905000,0,1,1,1,0,1,1,0
3908958,0,1,1,1,0,1,1,1
3909167,0,1,1,1,0,1,0,1
3913958,0,1,1,1,0,1,0,0
3915000,1,0,1,1,0,1,1,0
3918958,1,0,1,1,0,1,1,1
3919167,1,0,1,1,0,1,0,1
3923958,1,0,1,1,0,1,0,0
3925000,1,0,1,1,0,1,1,0
3928958,1,0,1,1,0,1,1,1
3929167,1,0,1,1,0,1,0,1
3933958,1,0,1,1,0,1,0,0
3935000,1,0,1,1,0,1,1,0
3938958,1,0,1,1,0,1,1,1
3939167,1,0,1,1,0,1,0,1
3943958,1,0,1,1,0,1,0,0
3945000,1,1,1,1,0,1,1,0
3948958,1,1,1,1,0,1,1,1
3949167,1,1,1,1,0,1,0,1
3953958,1,1,1,1,0,1,0,0
3954792,0,1,1,1,0,1,0,0
3955000,0,1,1,1,0,1,1,0
3958958,0,1,1,1,0,1,1,1
3959167,0,1,1,1,0,1,0,1
3963958,0,1,1,1,0,1,0,0
3965000,1,0,1,1,0,1,1,0
3968958,1,0,1,1,0,1,1,1
3969167,1,0,1,1,0,1,0,1
3973958,1,0,1,1,0,1,0,0
3975000,1,0,1,1,0,1,1,0
3978958,1,0,1,1,0,1,1,1
3979167,1,0,1,1,0,1,0,1
3983958,1,0,1,1,0,1,0,0
3985000,1,0,1,1,0,1,1,0
3988958,1,0,1,1,0,1,1,1
3989167,1,0,1,1,0,1,0,1
3993958,1,0,1,1,0,1,0,0
3995000,1,0,1,1,0,1,1,0
3998958,1,0,1,1,0,1,1,1
3999167,1,0,1,1,0,1,0,1
4003958,1,0,1,1,0,1,0,0
4005000,0,1,1,1,0,1,1,0
4008958,0,1,1,1,0,1,1,1
4009167,0,1,1,1,0,1,0,1
4013958,0,1,1,1,0,1,0,0
4015000,1,0,1,1,0,1,1,0
4018958,1,0,1,1,0,1,1,1
4019167,1,0,1,1,0,1,0,1
4023958,1,0,1,1,0,1,0,0
4025000,1,0,1,1,0,1,1,0
4028958,1,0,1,1,0,1,1,1
4029167,1,0,1,1,0,1,0,1
4034167,1,0,1,1,0,1,0,0
4035000,1,0,1,1,0,1,1,0
4038958,1,0,1,1,0,1,1,1
4039167,1,0,1,1,0,1,0,1
4044167,1,0,1,1,0,1,0,0
4045000,0,1,1,1,0,1,1,0
4049167,0,1,1,1,0,1,0,1
4054167,0,1,1,1,0,1,0,0
4055000,0,1,1,1,0,1,1,0
4059167,0,1,1,1,0,1,1,1
4059375,0,1,1,1,0,1,0,1
4064167,0,1,1,1,0,1,0,0
4065000,1,0,1,1,0,1,1,0
4069167,1,0,1,1,0,1,1,1
4069375,1,0,1,1,0,1,0,1
4074167,1,0,1,1,0,1,0,0
4075000,1,0,1,1,0,1,1,0
4079167,1,0,1,1,0,1,1,1
4079375,1,0,1,1,0,1,0,1
4084167,1,0,1,1,0,1,0,0
4085000,1,0,1,1,0,1,1,0
4089167,1,0,1,1,0,1,1,1
4089375,1,0,1,1,0,1,0,1
4094167,1,0,1,1,0,1,0,0
4095000,0,1,1,1,0,1,1,0
4099167,0,1,1,1,0,1,1,1
4099375,0,1,1,1,0,1,0,1
4104167,0,1,1,1,0,1,0,0
4105000,1,1,1,1,0,1,1,0
4109167,1,1,1,1,0,1,1,1
4109375,1,1,1,1,0,1,0,1
4114167,1,1,1,1,0,1,0,0
4115000,0,1,1,1,0,1,1,0
4119167,0,1,1,1,0,1,1,1
4119375,0,1,1,1,0,1,0,1
4124167,0,1,1,1,0,1,0,0
4125000,0,0,1,1,0,1,1,0
4129167,0,0,1,1,0,1,1,1
4129375,0,0,1,1,0,1,0,1
4134167,0,0,1,1,0,1,0,0
4135000,1,0,1,1,0,1,1,0
4139167,1,0,1,1,0,1,1,1
4139375,1,0,1,1,0,1,0,1
4144167,1,0,1,1,0,1,0,0
4145000,0,1,1,1,0,1,1,0
4149167,0,1,1,1,0,1,1,1
4149375,0,1,1,1,0,1,0,1
4154167,0,1,1,1,0,1,0,0
4155000,0,1,1,1,0,1,1,0
4159167,0,1,1,1,0,1,1,1
4159375,0,1,1,1,0,1,0,1
4164167,0,1,1,1,0,1,0,0
4165000,0,1,1,1,0,1,1,0
4169167,0,1,1,1,0,1,1,1
4169375,0,1,1,1,0,1,0,1
4174167,0,1,1,1,0,1,0,0
4175000,1,0,1,1,0,1,1,0
4179167,1,0,1,1,0,1,1,1
4179375,1,0,1,1,0,1,0,1
4184167,1,0,1,1,0,1,0,0
4185000,1,0,1,1,0,1,1,0
4189167,1,0,1,1,0,1,1,1
4189375,1,0,1,1,0,1,0,1
4194167,1,0,1,1,0,1,0,0
4195000,1,0,1,1,0,1,1,0
4199167,1,0,1,1,0,1,1,1
4199375,1,0,1,1,0,1,0,1
4204167,1,0,1,1,0,1,0,0
4205000,0,0,1,1,0,1,1,0
4205208,0,1,1,1,0,1,1,0
4209167,0,1,1,1,0,1,1,1
4209375,0,1,1,1,0,1,0,1
4214167,0,1,1,1,0,1,0,0
4215000,0,1,1,1,0,1,1,0
4219167,0,1,1,1,0,1,1,1
4219375,0,1,1,1,0,1,0,1
4224167,0,1,1,1,0,1,0,0
4225000,0,0,1,1,0,1,0,0
4225208,1,0,1,1,0,1,1,0
4229167,1,0,1,1,0,1,1,1
4229375,1,0,1,1,0,1,0,1
4234167,1,0,1,1,0,1,0,0
4235208,1,0,1,1,0,1,1,0
4239167,1,0,1,1,0,1,1,1
4239375,1,0,1,1,0,1,0,1
4244167,1,0,1,1,0,1,0,0
4245208,1,0,1,1,0,1,1,0
4249167,1,0,1,1,0,1,1,1
4249375,1,0,1,1,0,1,0,1
4254167,1,0,1,1,0,1,0,0
4255000,0,0,1,1,0,1,1,0
4255208,0,1,1,1,0,1,1,0
4259167,0,1,1,1,0,1,1,1
4259375,0,1,1,1,0,1,0,1
4264167,0,1,1,1,0,1,0,0
4265000,0,1,1,1,0,1,1,0
4269167,0,1,1,1,0,1,1,1
4269375,0,1,1,1,0,1,0,1
4274167,0,1,1,1,0,1,0,0
4275000,0,0,1,1,0,1,0,0
4275208,1,0,1,1,0,1,1,0
4279167,1,0,1,1,0,1,1,1
4279375,1,0,1,1,0,1,0,1
4284167,1,0,1,1,0,1,0,0
4285208,1,0,1,1,0,1,1,0
4289167,1,0,1,1,0,1,1,1
4289375,1,0,1,1,0,1,0,1
4294167,1,0,1,1,0,1,0,0
4295208,1,0,1,1,0,1,1,0
4299167,1,0,1,1,0,1,1,1
4299375,1,0,1,1,0,1,0,1
4304167,1,0,1,1,0,1,0,0
4305000,0,0,1,1,0,1,0,0
4305208,0,1,1,1,0,1,1,0
4309167,0,1,1,1,0,1,1,1
4309375,0,1,1,1,0,1,0,1
4314167,0,1,1,1,0,1,0,0
4315208,0,1,1,1,0,1,1,0
4319167,0,1,1,1,0,1,1,1
4319375,0,1,1,1,0,1,0,1
4324167,0,1,1,1,0,1,0,0
4325208,1,0,1,1,0,1,1,0
4329167,1,0,1,1,0,1,1,1
4329375,1,0,1,1,0,1,0,1
4334167,1,0,1,1,0,1,0,0
4335208,0,0,1,1,0,1,1,0
4339167,0,0,1,1,0,1,1,1
4339375,0,0,1,1,0,1,0,1
4344167,0,0,1,1,0,1,0,0
4345208,1,0,1,1,0,1,1,0
4349167,1,0,1,1,0,1,1,1
4349375,1,0,1,1,0,1,0,1
4354167,1,0,1,1,0,1,0,0
4355208,1,1,1,1,0,1,1,0
4359167,1,1,1,1,0,1,1,1
4359375,1,1,1,1,0,1,0,1
4364167,1,1,1,1,0,1,0,0
4365000,0,1,1,1,0,1,0,0
4365208,0,1,1,1,0,1,1,0
4369167,0,1,1,1,0,1,1,1
4369375,0,1,1,1,0,1,0,1
4374167,0,1,1,1,0,1,0,0
4375208,1,0,1,1,0,1,1,0
4379167,1,0,1,1,0,1,1,1
4379375,1,0,1,1,0,1,0,1
4384167,1,0,1,1,0,1,0,0
4385208,1,0,1,1,0,1,1,0
4389167,1,0,1,1,0,1,1,1
4389375,1,0,1,1,0,1,0,1
4394167,1,0,1,1,0,1,0,0
4395208,1,0,1,1,0,1,1,0
4399167,1,0,1,1,0,1,1,1
4399375,1,0,1,1,0,1,0,1
4404167,1,0,1,1,0,1,0,0
4405208,0,1,1,1,0,1,1,0
4409167,0,1,1,1,0,1,1,1
4409375,0,1,1,1,0,1,0,1
4414167,0,1,1,1,0,1,0,0
4415208,0,1,1,1,0,1,1,0
4419167,0,1,1,1,0,1,1,1
4419375,0,1,1,1,0,1,0,1
4424167,0,1,1,1,0,1,0,0
4425208,0,1,1,1,0,1,1,0
4429167,0,1,1,1,0,1,1,1
4429375,0,1,1,1,0,1,0,1
4434167,0,1,1,1,0,1,0,0
4435208,1,0,1,1,0,1,1,0
4439167,1,0,1,1,0,1,1,1
4439375,1,0,1,1,0,1,0,1
4444167,1,0,1,1,0,1,0,0
4445208,1,0,1,1,0,1,1,0
4449167,1,0,1,1,0,1,1,1
4449375,1,0,1,1,0,1,0,1
4454167,1,0,1,1,0,1,0,0
4455208,1,0,1,1,0,1,1,0
4459375,1,0,1,1,0,1,0,1
4464375,1,0,1,1,0,1,0,0
4465208,1,0,1,1,0,1,1,0
4469375,1,0,1,1,0,1,0,1
4474375,1,0,1,1,0,1,0,0
4475208,0,1,1,1,0,1,1,0
4479375,0,1,1,1,0,1,1,1
4479583,0,1,1,1,0,1,0,1
4484375,0,1,1,1,0,1,0,0
4485208,1,0,1,1,0,1,1,0
4489375,1,0,1,1,0,1,1,1
4489583,1,0,1,1,0,1,0,1
4494375,1,0,1,1,0,1,0,0
4495208,1,0,1,1,0,1,1,0
4499375,1,0,1,1,0,1,1,1
4499583,1,0,1,1,0,1,0,1
4504375,1,0,1,1,0,1,0,0
4505208,1,0,1,1,0,1,1,0
4509375,1,0,1,1,0,1,1,1
4509583,1,0,1,1,0,1,0,1
4514375,1,0,1,1,0,1,0,0
4515208,0,1,1,1,0,1,1,0
4519375,0,1,1,1,0,1,1,1
4519583,0,1,1,1,0,1,0,1
4524375,0,1,1,1,0,1,0,0
4525208,0,1,1,1,0,1,1,0
4529375,0,1,1,1,0,1,1,1
4529583,0,1,1,1,0,1,0,1
4534375,0,1,1,1,0,1,0,0
4535208,1,0,1,1,0,1,1,0
4539375,1,0,1,1,0,1,1,1
4539583,1,0,1,1,0,1,0,1
4544375,1,0,1,1,0,1,0,0
4545208,1,0,1,1,0,1,1,0
4549375,1,0,1,1,0,1,1,1
4549583,1,0,1,1,0,1,0,1
4554375,1,0,1,1,0,1,0,0
4555208,0,1,1,1,0,1,1,0
4559375,0,1,1,1,0,1,1,1
4559583,0,1,1,1,0,1,0,1
4564375,0,1,1,1,0,1,0,0
4565208,1,0,1,1,0,1,1,0
4569375,1,0,1,1,0,1,1,1
4569583,1,0,1,1,0,1,0,1
4574375,1,0,1,1,0,1,0,0
4575208,1,0,1,1,0,1,1,0
4579375,1,0,1,1,0,1,1,1
4579583,1,0,1,1,0,1,0,1
4584375,1,0,1,1,0,1,0,0
4585208,1,0,1,1,0,1,1,0
4589375,1,0,1,1,0,1,1,1
4589583,1,0,1,1,0,1,0,1
4594375,1,0,1,1,0,1,0,0
4595208,1,0,1,1,0,1,1,0
4599375,1,0,1,1,0,1,1,1
4599583,1,0,1,1,0,1,0,1
4604375,1,0,1,1,0,1,0,0
4605208,1,0,1,1,0,1,1,0
4609375,1,0,1,1,0,1,1,1
4609583,1,0,1,1,0,1,0,1
4614375,1,0,1,1,0,1,0,0
4615208,0,1,1,1,0,1,1,0
4619375,0,1,1,1,0,1,1,1
4619583,0,1,1,1,0,1,0,1
4624375,0,1,1,1,0,1,0,0
4625208,0,1,1,1,0,1,1,0
4629375,0,1,1,1,0,1,1,1
4629583,0,1,1,1,0,1,0,1
4634375,0,1,1,1,0,1,0,0
4635208,0,0,1,1,0,1,1,0
4635417,1,0,1,1,0,1,1,0
4639375,1,0,1,1,0,1,1,1
4639583,1,0,1,1,0,1,0,1
4644375,1,0,1,1,0,1,0,0
4645208,1,0,1,1,0,1,1,0
4649375,1,0,1,1,0,1,1,1
4649583,1,0,1,1,0,1,0,1
4654375,1,0,1,1,0,1,0,0
4655208,1,0,1,1,0,1,1,0
4659375,1,0,1,1,0,1,1,1
4659583,1,0,1,1,0,1,0,1
4664375,1,0,1,1,0,1,0,0
4665417,1,0,1,1,0,1,1,0
4669375,1,0,1,1,0,1,1,1
4669583,1,0,1,1,0,1,0,1
4674375,1,0,1,1,0,1,0,0
4675208,1,1,1,1,0,1,1,0
4679375,1,1,1,1,0,1,1,1
4679583,1,1,1,1,0,1,0,1
4684375,1,1,1,1,0,1,0,0
4685208,0,1,1,1,0,1,1,0
4689375,0,1,1,1,0,1,1,1
4689583,0,1,1,1,0,1,0,1
4694375,0,1,1,1,0,1,0,0
4695208,0,0,1,1,0,1,0,0
4695417,1,0,1,1,0,1,1,0
4699375,1,0,1,1,0,1,1,1
4699583,1,0,1,1,0,1,0,1
4704375,1,0,1,1,0,1,0,0
4705417,1,0,1,1,0,1,1,0
4709375,1,0,1,1,0,1,1,1
4709583,1,0,1,1,0,1,0,1
4714375,1,0,1,1,0,1,0,0
4715417,1,0,1,1,0,1,1,0
4719375,1,0,1,1,0,1,1,1
4719583,1,0,1,1,0,1,0,1
4724375,1,0,1,1,0,1,0,0
4725208,0,0,1,1,0,1,0,0
4725417,0,1,1,1,0,1,1,0
4729375,0,1,1,1,0,1,1,1
4729583,0,1,1,1,0,1,0,1
4734375,0,1,1,1,0,1,0,0
4735417,0,1,1,1,0,1,1,0
4739375,0,1,1,1,0,1,1,1
4739583,0,1,1,1,0,1,0,1
4744375,0,1,1,1,0,1,0,0
4745208,0,0,1,1,0,1,0,0
4745417,1,0,1,1,0,1,1,0
4749375,1,0,1,1,0,1,1,1
4749583,1,0,1,1,0,1,0,1
4754375,1,0,1,1,0,1,0,0
4755417,1,0,1,1,0,1,1,0
4759375,1,0,1,1,0,1,1,1
4759583,1,0,1,1,0,1,0,1
4764375,1,0,1,1,0,1,0,0
4765417,0,1,1,1,0,1,1,0
4769375,0,1,1,1,0,1,1,1
4769583,0,1,1,1,0,1,0,1
4774375,0,1,1,1,0,1,0,0
4775417,0,1,1,1,0,1,1,0
4779375,0,1,1,1,0,1,1,1
4779583,0,1,1,1,0,1,0,1
4784375,0,1,1,1,0,1,0,0
4785417,0,1,1,1,0,1,1,0
4789375,0,1,1,1,0,1,1,1
4789583,0,1,1,1,0,1,0,1
4794375,0,1,1,1,0,1,0,0
4795417,1,0,1,1,0,1,1,0
4799375,1,0,1,1,0,1,1,1
4799583,1,0,1,1,0,1,0,1
4804375,1,0,1,1,0,1,0,0
4805417,1,0,1,1,0,1,1,0
4809375,1,0,1,1,0,1,1,1
4809583,1,0,1,1,0,1,0,1
4814375,1,0,1,1,0,1,0,0
4815417,1,0,1,1,0,1,1,0
4819375,1,0,1,1,0,1,1,1
4819583,1,0,1,1,0,1,0,1
4824375,1,0,1,1,0,1,0,0
4825417,1,0,1,1,0,1,1,0
4829375,1,0,1,1,0,1,1,1
4829583,1,0,1,1,0,1,0,1
4834375,1,0,1,1,0,1,0,0
4835417,0,1,1,1,0,1,1,0
4839375,0,1,1,1,0,1,1,1
4839583,0,1,1,1,0,1,0,1
4844375,0,1,1,1,0,1,0,0
4845417,1,0,1,1,0,1,1,0
4849375,1,0,1,1,0,1,1,1
4849583,1,0,1,1,0,1,0,1
4854375,1,0,1,1,0,1,0,0
4855417,0,1,1,1,0,1,1,0
4859375,0,1,1,1,0,1,1,1
4859583,0,1,1,1,0,1,0,1
4864375,0,1,1,1,0,1,0,0
4865417,0,1,1,1,0,1,1,0
4869375,0,1,1,1,0,1,1,1
4869583,0,1,1,1,0,1,0,1
4874583,0,1,1,1,0,1,0,0
4875417,0,1,1,1,0,1,1,0
4879583,0,1,1,1,0,1,0,1
4884583,0,1,1,1,0,1,0,0
4885417,0,1,1,1,0,1,1,0
4889583,0,1,1,1,0,1,0,1
4894583,0,1,1,1,0,1,0,0
4895417,1,0,1,1,0,1,1,0
4899583,1,0,1,1,0,1,1,1
4899792,1,0,1,1,0,1,0,1
4904583,1,0,1,1,0,1,0,0
4905417,1,1,1,1,0,1,1,0
4909583,1,1,1,1,0,1,1,1
4909792,1,1,1,1,0,1,0,1
4914583,1,1,1,1,0,1,0,0
4915417,1,0,1,1,0,1,1,0
4919583,1,0,1,1,0,1,1,1
4919792,1,0,1,1,0,1,0,1
4924583,1,0,1,1,0,1,0,0
4925417,0,1,1,1,0,1,1,0
4929583,0,1,1,1,0,1,1,1
4929792,0,1,1,1,0,1,0,1
4934583,0,1,1,1,0,1,0,0
4935417,1,0,1,1,0,1,1,0
4939583,1,0,1,1,0,1,1,1
4939792,1,0,1,1,0,1,0,1
4944583,1,0,1,1,0,1,0,0
4945417,1,0,1,1,0,1,1,0
4949583,1,0,1,1,0,1,1,1
4949792,1,0,1,1,0,1,0,1
4954583,1,0,1,1,0,1,0,0
4955417,0,1,1,1,0,1,1,0
4959583,0,1,1,1,0,1,1,1
4959792,0,1,1,1,0,1,0,1
4964583,0,1,1,1,0,1,0,0
4965417,0,1,1,1,0,1,1,0
4969583,0,1,1,1,0,1,1,1
4969792,0,1,1,1,0,1,0,1
4974583,0,1,1,1,0,1,0,0
4975417,1,0,1,1,0,1,1,0
4979583,1,0,1,1,0,1,1,1
4979792,1,0,1,1,0,1,0,1
4984583,1,0,1,1,0,1,0,0
4985417,1,0,1,1,0,1,1,0
4989583,1,0,1,1,0,1,1,1
4989792,1,0,1,1,0,1,0,1
4994583,1,0,1,1,0,1,0,0
4995417,0,1,1,1,0,1,1,0
4999583,0,1,1,1,0,1,1,1
4999792,0,1,1,1,0,1,0,1
5004583,0,1,1,1,0,1,0,0
5005417,0,1,1,1,0,1,1,0
5009583,0,1,1,1,0,1,1,1
5009792,0,1,1,1,0,1,0,1
5014583,0,1,1,1,0,1,0,0
5015417,0,1,1,1,0,1,1,0
5019583,0,1,1,1,0,1,1,1
5019792,0,1,1,1,0,1,0,1
5024583,0,1,1,1,0,1,0,0
5025417,0,0,1,1,0,1,1,0
5025625,1,0,1,1,0,1,1,0
5029583,1,0,1,1,0,1,1,1
5029792,1,0,1,1,0,1,0,1
5034583,1,0,1,1,0,1,0,0
5035417,1,0,1,1,0,1,1,0
5039583,1,0,1,1,0,1,1,1
5039792,1,0,1,1,0,1,0,1
5044583,1,0,1,1,0,1,0,0
5045417,1,0,1,1,0,1,1,0
5049583,1,0,1,1,0,1,1,1
5049792,1,0,1,1,0,1,0,1
5054583,1,0,1,1,0,1,0,0
5055417,0,0,1,1,0,1,1,0
5055625,0,1,1,1,0,1,1,0
5059583,0,1,1,1,0,1,1,1
5059792,0,1,1,1,0,1,0,1
5064583,0,1,1,1,0,1,0,0
5065417,0,1,1,1,0,1,1,0
5069583,0,1,1,1,0,1,1,1
5069792,0,1,1,1,0,1,0,1
5074583,0,1,1,1,0,1,0,0
5075417,0,0,1,1,0,1,0,0
5075625,1,0,1,1,0,1,1,0
5079583,1,0,1,1,0,1,1,1
5079792,1,0,1,1,0,1,0,1
5084583,1,0,1,1,0,1,0,0
5085625,1,0,1,1,0,1,1,0
5089583,1,0,1,1,0,1,1,1
5089792,1,0,1,1,0,1,0,1
5094583,1,0,1,1,0,1,0,0
5095625,1,0,1,1,0,1,1,0
5099583,1,0,1,1,0,1,1,1
5099792,1,0,1,1,0,1,0,1
5104583,1,0,1,1,0,1,0,0
5105417,0,0,1,1,0,1,0,0
5105625,0,1,1,1,0,1,1,0
5109583,0,1,1,1,0,1,1,1
5109792,0,1,1,1,0,1,0,1
5114583,0,1,1,1,0,1,0,0
5115417,0,1,1,1,0,1,1,0
5119583,0,1,1,1,0,1,1,1
5119792,0,1,1,1,0,1,0,1
5124583,0,1,1,1,0,1,0,0
5125417,1,1,1,1,0,1,1,0
5129583,1,1,1,1,0,1,1,1
5129792,1,1,1,1,0,1,0,1
5134583,1,1,1,1,0,1,0,0
5135417,0,1,1,1,0,1,0,0
5135625,0,1,1,1,0,1,1,0
5139583,0,1,1,1,0,1,1,1
5139792,0,1,1,1,0,1,0,1
5144583,0,1,1,1,0,1,0,0
5145625,0,0,1,1,0,1,1,0
5149583,0,0,1,1,0,1,1,1
5149792,0,0,1,1,0,1,0,1
5154583,0,0,1,1,0,1,0,0
5155625,1,1,1,1,0,1,1,0
5159583,1,1,1,1,0,1,1,1
